,Month,Day,Hour,District,Crime_Count,Alarm
25284,7,5,5,22.0,7,0
25285,7,5,6,22.0,7,0
21070,6,4,20,22.0,28,1
21068,6,4,18,22.0,28,1
21066,6,4,16,22.0,16,1
36912,10,6,12,22.0,17,1
36915,10,6,15,22.0,17,1
25279,7,5,0,22.0,24,1
25280,7,5,1,22.0,13,0
25281,7,5,2,22.0,11,0
36914,10,6,14,22.0,19,1
36913,10,6,13,22.0,13,0
36911,10,6,11,22.0,15,1
21067,6,4,17,22.0,24,1
36910,10,6,10,22.0,16,1
36909,10,6,9,22.0,19,1
36908,10,6,8,22.0,10,0
36907,10,6,7,22.0,10,0
32680,9,5,4,22.0,5,0
32679,9,5,3,22.0,8,0
14193,4,5,8,22.0,11,0
26340,8,0,4,22.0,8,0
14191,4,5,6,22.0,5,0
8377,3,1,1,22.0,8,0
26868,8,1,4,22.0,7,0
26869,8,1,5,22.0,1,0
26870,8,1,6,22.0,4,0
26871,8,1,7,22.0,3,0
26872,8,1,8,22.0,12,0
26873,8,1,9,22.0,27,1
26874,8,1,10,22.0,21,1
26875,8,1,11,22.0,19,1
26876,8,1,12,22.0,15,1
26877,8,1,13,22.0,12,0
26878,8,1,14,22.0,16,1
26879,8,1,15,22.0,23,1
26880,8,1,16,22.0,16,1
26881,8,1,17,22.0,28,1
26882,8,1,18,22.0,25,1
26883,8,1,19,22.0,25,1
26884,8,1,20,22.0,22,1
26885,8,1,21,22.0,26,1
26886,8,1,22,22.0,20,1
26887,8,1,23,22.0,20,1
44292,12,6,3,22.0,4,0
44291,12,6,2,22.0,9,0
44290,12,6,1,22.0,15,1
26867,8,1,3,22.0,10,0
26866,8,1,2,22.0,8,0
26865,8,1,1,22.0,14,0
11029,3,6,12,22.0,20,1
11039,3,6,22,22.0,19,1
11038,3,6,21,22.0,18,1
11037,3,6,20,22.0,26,1
11036,3,6,19,22.0,26,1
11035,3,6,18,22.0,18,1
11034,3,6,17,22.0,21,1
11033,3,6,16,22.0,26,1
11032,3,6,15,22.0,33,1
11031,3,6,14,22.0,21,1
11030,3,6,13,22.0,25,1
11028,3,6,11,22.0,25,1
11017,3,6,0,22.0,30,1
11027,3,6,10,22.0,28,1
11026,3,6,9,22.0,18,1
11025,3,6,8,22.0,8,0
11024,3,6,7,22.0,8,0
11023,3,6,6,22.0,9,0
11022,3,6,5,22.0,10,0
11021,3,6,4,22.0,4,0
11020,3,6,3,22.0,10,0
11019,3,6,2,22.0,17,1
11018,3,6,1,22.0,10,0
8376,3,1,0,22.0,22,1
8378,3,1,2,22.0,8,0
44293,12,6,4,22.0,7,0
8379,3,1,3,22.0,4,0
10506,3,5,17,22.0,21,1
10505,3,5,16,22.0,19,1
10504,3,5,15,22.0,33,1
10503,3,5,14,22.0,27,1
10502,3,5,13,22.0,30,1
10501,3,5,12,22.0,37,2
10500,3,5,11,22.0,32,1
10499,3,5,10,22.0,36,2
10498,3,5,9,22.0,31,1
10497,3,5,8,22.0,18,1
10496,3,5,7,22.0,15,1
10495,3,5,6,22.0,13,0
10494,3,5,5,22.0,7,0
10493,3,5,4,22.0,6,0
10492,3,5,3,22.0,8,0
10491,3,5,2,22.0,9,0
10490,3,5,1,22.0,13,0
10489,3,5,0,22.0,15,1
21579,6,5,0,22.0,22,1
21580,6,5,1,22.0,12,0
21581,6,5,2,22.0,10,0
21582,6,5,3,22.0,6,0
21583,6,5,4,22.0,9,0
10507,3,5,18,22.0,25,1
10508,3,5,19,22.0,26,1
10509,3,5,20,22.0,22,1
8390,3,1,14,22.0,24,1
8380,3,1,4,22.0,3,0
8381,3,1,5,22.0,4,0
8382,3,1,6,22.0,11,0
8383,3,1,7,22.0,13,0
8384,3,1,8,22.0,19,1
8385,3,1,9,22.0,32,1
8386,3,1,10,22.0,27,1
8387,3,1,11,22.0,20,1
8388,3,1,12,22.0,33,1
8389,3,1,13,22.0,19,1
8391,3,1,15,22.0,23,1
10510,3,5,21,22.0,31,1
8392,3,1,16,22.0,18,1
8393,3,1,17,22.0,19,1
8394,3,1,18,22.0,21,1
8395,3,1,19,22.0,26,1
8396,3,1,20,22.0,15,1
8397,3,1,21,22.0,17,1
8398,3,1,22,22.0,22,1
8399,3,1,23,22.0,7,0
10512,3,5,23,22.0,23,1
10511,3,5,22,22.0,26,1
11040,3,6,23,22.0,28,1
44294,12,6,5,22.0,5,0
37966,11,1,10,22.0,17,1
997,1,1,14,22.0,24,1
7862,3,0,14,22.0,19,1
7863,3,0,15,22.0,18,1
7864,3,0,16,22.0,22,1
7865,3,0,17,22.0,24,1
7866,3,0,18,22.0,27,1
7867,3,0,19,22.0,19,1
7868,3,0,20,22.0,26,1
7869,3,0,21,22.0,19,1
7870,3,0,22,22.0,19,1
7871,3,0,23,22.0,17,1
983,1,1,0,22.0,17,1
984,1,1,1,22.0,8,0
985,1,1,2,22.0,6,0
986,1,1,3,22.0,9,0
987,1,1,4,22.0,8,0
988,1,1,5,22.0,4,0
989,1,1,6,22.0,8,0
990,1,1,7,22.0,8,0
991,1,1,8,22.0,20,1
992,1,1,9,22.0,16,1
993,1,1,10,22.0,27,1
994,1,1,11,22.0,17,1
995,1,1,12,22.0,34,2
7861,3,0,13,22.0,19,1
7860,3,0,12,22.0,29,1
7859,3,0,11,22.0,22,1
37978,11,1,22,22.0,9,0
37968,11,1,12,22.0,20,1
37969,11,1,13,22.0,16,1
37970,11,1,14,22.0,20,1
37971,11,1,15,22.0,27,1
37972,11,1,16,22.0,24,1
37973,11,1,17,22.0,19,1
37974,11,1,18,22.0,20,1
37975,11,1,19,22.0,13,0
37976,11,1,20,22.0,17,1
37977,11,1,21,22.0,11,0
37979,11,1,23,22.0,19,1
7858,3,0,10,22.0,10,0
7848,3,0,0,22.0,15,1
7849,3,0,1,22.0,15,1
7850,3,0,2,22.0,13,0
7851,3,0,3,22.0,21,1
7852,3,0,4,22.0,8,0
7853,3,0,5,22.0,3,0
7854,3,0,6,22.0,7,0
7855,3,0,7,22.0,6,0
7856,3,0,8,22.0,11,0
7857,3,0,9,22.0,17,1
996,1,1,13,22.0,23,1
998,1,1,15,22.0,29,1
44295,12,6,6,22.0,5,0
999,1,1,16,22.0,22,1
11549,4,0,4,22.0,9,0
11548,4,0,3,22.0,14,0
11547,4,0,2,22.0,16,1
11546,4,0,1,22.0,21,1
11545,4,0,0,22.0,17,1
26864,8,1,0,22.0,31,1
44312,12,6,23,22.0,16,1
44311,12,6,22,22.0,12,0
44310,12,6,21,22.0,16,1
44309,12,6,20,22.0,18,1
44308,12,6,19,22.0,13,0
44307,12,6,18,22.0,22,1
44306,12,6,17,22.0,18,1
44305,12,6,16,22.0,13,0
44304,12,6,15,22.0,19,1
44303,12,6,14,22.0,11,0
44302,12,6,13,22.0,19,1
44301,12,6,12,22.0,18,1
44300,12,6,11,22.0,21,1
44299,12,6,10,22.0,10,0
44298,12,6,9,22.0,15,1
44297,12,6,8,22.0,11,0
44296,12,6,7,22.0,10,0
11550,4,0,5,22.0,3,0
11551,4,0,6,22.0,6,0
11552,4,0,7,22.0,6,0
11565,4,0,20,22.0,20,1
1000,1,1,17,22.0,22,1
1001,1,1,18,22.0,22,1
1002,1,1,19,22.0,16,1
1003,1,1,20,22.0,23,1
1004,1,1,21,22.0,13,0
1005,1,1,22,22.0,28,1
1006,1,1,23,22.0,9,0
11568,4,0,23,22.0,24,1
11567,4,0,22,22.0,21,1
11566,4,0,21,22.0,24,1
11564,4,0,19,22.0,27,1
11553,4,0,8,22.0,8,0
11563,4,0,18,22.0,23,1
11562,4,0,17,22.0,17,1
11561,4,0,16,22.0,16,1
11560,4,0,15,22.0,29,1
11559,4,0,14,22.0,20,1
11558,4,0,13,22.0,20,1
11557,4,0,12,22.0,20,1
11556,4,0,11,22.0,17,1
11555,4,0,10,22.0,16,1
11554,4,0,9,22.0,16,1
21584,6,5,5,22.0,7,0
21585,6,5,6,22.0,4,0
21586,6,5,7,22.0,17,1
34264,10,1,3,22.0,4,0
39021,11,3,10,22.0,15,1
39020,11,3,9,22.0,22,1
39019,11,3,8,22.0,17,1
39018,11,3,7,22.0,8,0
39017,11,3,6,22.0,8,0
39016,11,3,5,22.0,6,0
39015,11,3,4,22.0,3,0
39014,11,3,3,22.0,3,0
39013,11,3,2,22.0,5,0
39012,11,3,1,22.0,4,0
39011,11,3,0,22.0,17,1
34277,10,1,16,22.0,19,1
34276,10,1,15,22.0,26,1
34275,10,1,14,22.0,21,1
34274,10,1,13,22.0,18,1
34273,10,1,12,22.0,28,1
34272,10,1,11,22.0,23,1
34271,10,1,10,22.0,18,1
34270,10,1,9,22.0,33,1
34269,10,1,8,22.0,26,1
34268,10,1,7,22.0,8,0
34267,10,1,6,22.0,10,0
34266,10,1,5,22.0,10,0
39022,11,3,11,22.0,14,0
39023,11,3,12,22.0,18,1
39024,11,3,13,22.0,11,0
34280,10,1,19,22.0,24,1
8922,3,2,18,22.0,28,1
8923,3,2,19,22.0,21,1
8924,3,2,20,22.0,20,1
8925,3,2,21,22.0,25,1
8926,3,2,22,22.0,19,1
8927,3,2,23,22.0,20,1
34284,10,1,23,22.0,20,1
34283,10,1,22,22.0,24,1
34282,10,1,21,22.0,19,1
34281,10,1,20,22.0,21,1
34279,10,1,18,22.0,17,1
39025,11,3,14,22.0,18,1
34278,10,1,17,22.0,20,1
39034,11,3,23,22.0,17,1
39033,11,3,22,22.0,13,0
39032,11,3,21,22.0,10,0
39031,11,3,20,22.0,17,1
39030,11,3,19,22.0,26,1
39029,11,3,18,22.0,18,1
39028,11,3,17,22.0,19,1
39027,11,3,16,22.0,19,1
39026,11,3,15,22.0,33,1
34265,10,1,4,22.0,7,0
34263,10,1,2,22.0,5,0
32170,9,4,23,22.0,18,1
34262,10,1,1,22.0,8,0
27397,8,2,5,22.0,6,0
27396,8,2,4,22.0,3,0
27395,8,2,3,22.0,7,0
27394,8,2,2,22.0,3,0
27393,8,2,1,22.0,8,0
27392,8,2,0,22.0,26,1
9449,3,3,16,22.0,36,2
9448,3,3,15,22.0,29,1
9447,3,3,14,22.0,31,1
9446,3,3,13,22.0,25,1
9445,3,3,12,22.0,25,1
9444,3,3,11,22.0,27,1
9443,3,3,10,22.0,19,1
9442,3,3,9,22.0,25,1
9441,3,3,8,22.0,24,1
9440,3,3,7,22.0,11,0
9439,3,3,6,22.0,6,0
9438,3,3,5,22.0,3,0
9437,3,3,4,22.0,4,0
9436,3,3,3,22.0,8,0
9435,3,3,2,22.0,6,0
9434,3,3,1,22.0,9,0
9433,3,3,0,22.0,22,1
27398,8,2,6,22.0,10,0
27399,8,2,7,22.0,16,1
27400,8,2,8,22.0,12,0
27413,8,2,21,22.0,21,1
34261,10,1,0,22.0,21,1
9456,3,3,23,22.0,12,0
9455,3,3,22,22.0,21,1
9454,3,3,21,22.0,24,1
9453,3,3,20,22.0,17,1
9452,3,3,19,22.0,22,1
9451,3,3,18,22.0,23,1
9450,3,3,17,22.0,23,1
27415,8,2,23,22.0,18,1
27414,8,2,22,22.0,32,1
27412,8,2,20,22.0,23,1
27401,8,2,9,22.0,24,1
27411,8,2,19,22.0,24,1
27410,8,2,18,22.0,31,1
27409,8,2,17,22.0,21,1
27408,8,2,16,22.0,22,1
27407,8,2,15,22.0,32,1
27406,8,2,14,22.0,15,1
27405,8,2,13,22.0,20,1
27404,8,2,12,22.0,25,1
27403,8,2,11,22.0,16,1
27402,8,2,10,22.0,24,1
8921,3,2,17,22.0,21,1
8920,3,2,16,22.0,17,1
8919,3,2,15,22.0,30,1
8918,3,2,14,22.0,26,1
38486,11,2,3,22.0,4,0
38487,11,2,4,22.0,2,0
38488,11,2,5,22.0,9,0
38489,11,2,6,22.0,11,0
38490,11,2,7,22.0,10,0
38491,11,2,8,22.0,11,0
38492,11,2,9,22.0,22,1
38493,11,2,10,22.0,20,1
38494,11,2,11,22.0,23,1
38495,11,2,12,22.0,14,0
38496,11,2,13,22.0,19,1
38497,11,2,14,22.0,19,1
38498,11,2,15,22.0,19,1
38499,11,2,16,22.0,20,1
38500,11,2,17,22.0,16,1
38501,11,2,18,22.0,22,1
38502,11,2,19,22.0,23,1
38503,11,2,20,22.0,12,0
38504,11,2,21,22.0,13,0
38505,11,2,22,22.0,9,0
38506,11,2,23,22.0,12,0
21587,6,5,8,22.0,18,1
21588,6,5,9,22.0,28,1
38485,11,2,2,22.0,10,0
38484,11,2,1,22.0,4,0
38483,11,2,0,22.0,13,0
32159,9,4,12,22.0,12,0
32169,9,4,22,22.0,22,1
32168,9,4,21,22.0,27,1
32167,9,4,20,22.0,13,0
32166,9,4,19,22.0,21,1
32165,9,4,18,22.0,18,1
32164,9,4,17,22.0,15,1
32163,9,4,16,22.0,21,1
32162,9,4,15,22.0,24,1
32161,9,4,14,22.0,25,1
32160,9,4,13,22.0,22,1
32158,9,4,11,22.0,19,1
32147,9,4,0,22.0,24,1
32157,9,4,10,22.0,17,1
32156,9,4,9,22.0,23,1
32155,9,4,8,22.0,10,0
32154,9,4,7,22.0,14,0
32153,9,4,6,22.0,5,0
32152,9,4,5,22.0,10,0
32151,9,4,4,22.0,6,0
32150,9,4,3,22.0,6,0
32149,9,4,2,22.0,8,0
32148,9,4,1,22.0,13,0
21589,6,5,10,22.0,12,0
21590,6,5,11,22.0,21,1
21591,6,5,12,22.0,31,1
8906,3,2,2,22.0,6,0
9969,3,4,7,22.0,14,0
9968,3,4,6,22.0,10,0
9967,3,4,5,22.0,5,0
9966,3,4,4,22.0,3,0
9965,3,4,3,22.0,2,0
9964,3,4,2,22.0,15,1
9963,3,4,1,22.0,12,0
9962,3,4,0,22.0,15,1
8904,3,2,0,22.0,19,1
8905,3,2,1,22.0,7,0
8907,3,2,3,22.0,4,0
9971,3,4,9,22.0,30,1
8908,3,2,4,22.0,6,0
8909,3,2,5,22.0,3,0
8910,3,2,6,22.0,7,0
8911,3,2,7,22.0,12,0
8912,3,2,8,22.0,21,1
8913,3,2,9,22.0,26,1
8914,3,2,10,22.0,21,1
8915,3,2,11,22.0,19,1
8916,3,2,12,22.0,29,1
8917,3,2,13,22.0,15,1
9970,3,4,8,22.0,21,1
9972,3,4,10,22.0,22,1
21592,6,5,13,22.0,17,1
9985,3,4,23,22.0,14,0
21593,6,5,14,22.0,24,1
21594,6,5,15,22.0,26,1
21595,6,5,16,22.0,22,1
21596,6,5,17,22.0,16,1
21597,6,5,18,22.0,20,1
21598,6,5,19,22.0,26,1
21599,6,5,20,22.0,23,1
21600,6,5,21,22.0,21,1
21601,6,5,22,22.0,21,1
21602,6,5,23,22.0,27,1
9984,3,4,22,22.0,11,0
9973,3,4,11,22.0,27,1
9983,3,4,21,22.0,26,1
9982,3,4,20,22.0,17,1
9981,3,4,19,22.0,21,1
9980,3,4,18,22.0,32,1
9979,3,4,17,22.0,24,1
9978,3,4,16,22.0,28,1
9977,3,4,15,22.0,36,2
9976,3,4,14,22.0,28,1
9975,3,4,13,22.0,23,1
9974,3,4,12,22.0,43,2
37967,11,1,11,22.0,16,1
37965,11,1,9,22.0,20,1
14190,4,5,5,22.0,5,0
37435,11,0,6,22.0,6,0
6796,2,5,4,22.0,7,0
6797,2,5,5,22.0,6,0
6798,2,5,6,22.0,7,0
6799,2,5,7,22.0,6,0
6800,2,5,8,22.0,23,1
6801,2,5,9,22.0,24,1
6802,2,5,10,22.0,14,0
6803,2,5,11,22.0,18,1
6804,2,5,12,22.0,30,1
6805,2,5,13,22.0,15,1
6806,2,5,14,22.0,24,1
6807,2,5,15,22.0,29,1
6808,2,5,16,22.0,20,1
6809,2,5,17,22.0,24,1
6810,2,5,18,22.0,23,1
6811,2,5,19,22.0,24,1
6812,2,5,20,22.0,20,1
6813,2,5,21,22.0,22,1
6814,2,5,22,22.0,19,1
6815,2,5,23,22.0,8,0
37431,11,0,2,22.0,8,0
37432,11,0,3,22.0,6,0
37433,11,0,4,22.0,8,0
6795,2,5,3,22.0,8,0
6794,2,5,2,22.0,10,0
6793,2,5,1,22.0,4,0
13662,4,4,5,22.0,8,0
13672,4,4,15,22.0,23,1
13671,4,4,14,22.0,19,1
13670,4,4,13,22.0,18,1
13669,4,4,12,22.0,36,2
13668,4,4,11,22.0,21,1
13667,4,4,10,22.0,27,1
13666,4,4,9,22.0,25,1
13665,4,4,8,22.0,21,1
13664,4,4,7,22.0,6,0
13663,4,4,6,22.0,5,0
13661,4,4,4,22.0,4,0
6792,2,5,0,22.0,21,1
13660,4,4,3,22.0,5,0
13659,4,4,2,22.0,8,0
13658,4,4,1,22.0,9,0
13657,4,4,0,22.0,16,1
42177,12,2,0,22.0,11,0
42178,12,2,1,22.0,7,0
42179,12,2,2,22.0,9,0
42180,12,2,3,22.0,3,0
37429,11,0,0,22.0,19,1
37430,11,0,1,22.0,11,0
37434,11,0,5,22.0,9,0
37436,11,0,7,22.0,6,0
13674,4,4,17,22.0,24,1
37437,11,0,8,22.0,9,0
13137,4,3,8,22.0,13,0
13136,4,3,7,22.0,12,0
13135,4,3,6,22.0,4,0
13134,4,3,5,22.0,1,0
13133,4,3,4,22.0,4,0
13132,4,3,3,22.0,5,0
13131,4,3,2,22.0,6,0
13130,4,3,1,22.0,9,0
13129,4,3,0,22.0,20,1
42181,12,2,4,22.0,2,0
42182,12,2,5,22.0,3,0
42183,12,2,6,22.0,12,0
42184,12,2,7,22.0,8,0
42185,12,2,8,22.0,17,1
42186,12,2,9,22.0,18,1
42187,12,2,10,22.0,18,1
42188,12,2,11,22.0,13,0
42189,12,2,12,22.0,14,0
42190,12,2,13,22.0,13,0
42191,12,2,14,22.0,18,1
42192,12,2,15,22.0,13,0
42193,12,2,16,22.0,21,1
42194,12,2,17,22.0,18,1
13138,4,3,9,22.0,22,1
13139,4,3,10,22.0,16,1
13140,4,3,11,22.0,21,1
43761,12,5,0,22.0,12,0
37438,11,0,9,22.0,10,0
37439,11,0,10,22.0,13,0
37440,11,0,11,22.0,10,0
37441,11,0,12,22.0,12,0
37442,11,0,13,22.0,15,1
37443,11,0,14,22.0,12,0
37444,11,0,15,22.0,22,1
37445,11,0,16,22.0,16,1
37446,11,0,17,22.0,19,1
37447,11,0,18,22.0,9,0
13152,4,3,23,22.0,22,1
13141,4,3,12,22.0,33,1
13151,4,3,22,22.0,16,1
13150,4,3,21,22.0,23,1
13149,4,3,20,22.0,21,1
13148,4,3,19,22.0,33,1
13147,4,3,18,22.0,27,1
13146,4,3,17,22.0,21,1
13145,4,3,16,22.0,20,1
13144,4,3,15,22.0,34,2
13143,4,3,14,22.0,25,1
13142,4,3,13,22.0,21,1
13673,4,4,16,22.0,25,1
13675,4,4,18,22.0,31,1
37964,11,1,8,22.0,11,0
40083,11,5,16,22.0,21,1
6286,2,4,21,22.0,20,1
6287,2,4,22,22.0,10,0
6288,2,4,23,22.0,13,0
28470,8,4,23,22.0,12,0
28469,8,4,22,22.0,15,1
28468,8,4,21,22.0,19,1
28467,8,4,20,22.0,24,1
28466,8,4,19,22.0,27,1
28465,8,4,18,22.0,22,1
28464,8,4,17,22.0,18,1
28463,8,4,16,22.0,22,1
28462,8,4,15,22.0,15,1
28461,8,4,14,22.0,8,0
28460,8,4,13,22.0,19,1
28459,8,4,12,22.0,18,1
28458,8,4,11,22.0,17,1
28457,8,4,10,22.0,11,0
28456,8,4,9,22.0,24,1
28455,8,4,8,22.0,21,1
28454,8,4,7,22.0,11,0
40087,11,5,20,22.0,24,1
40086,11,5,19,22.0,16,1
40085,11,5,18,22.0,18,1
6285,2,4,20,22.0,22,1
6284,2,4,19,22.0,13,0
6283,2,4,18,22.0,21,1
6270,2,4,5,22.0,4,0
14189,4,5,4,22.0,7,0
14188,4,5,3,22.0,7,0
14187,4,5,2,22.0,10,0
14186,4,5,1,22.0,13,0
14185,4,5,0,22.0,21,1
6265,2,4,0,22.0,10,0
6266,2,4,1,22.0,6,0
6267,2,4,2,22.0,7,0
6268,2,4,3,22.0,4,0
6269,2,4,4,22.0,3,0
6271,2,4,6,22.0,13,0
6282,2,4,17,22.0,23,1
6272,2,4,7,22.0,19,1
6273,2,4,8,22.0,21,1
6274,2,4,9,22.0,22,1
6275,2,4,10,22.0,20,1
6276,2,4,11,22.0,28,1
6277,2,4,12,22.0,25,1
6278,2,4,13,22.0,17,1
6279,2,4,14,22.0,21,1
6280,2,4,15,22.0,17,1
6281,2,4,16,22.0,18,1
40084,11,5,17,22.0,29,1
40082,11,5,15,22.0,15,1
13676,4,4,19,22.0,23,1
40081,11,5,14,22.0,16,1
25820,7,6,12,22.0,29,1
25821,7,6,13,22.0,21,1
25822,7,6,14,22.0,23,1
25823,7,6,15,22.0,18,1
25824,7,6,16,22.0,15,1
25825,7,6,17,22.0,17,1
25826,7,6,18,22.0,29,1
25827,7,6,19,22.0,25,1
25828,7,6,20,22.0,25,1
25829,7,6,21,22.0,16,1
25830,7,6,22,22.0,16,1
25831,7,6,23,22.0,17,1
28453,8,4,6,22.0,5,0
28452,8,4,5,22.0,5,0
28451,8,4,4,22.0,5,0
28450,8,4,3,22.0,6,0
28449,8,4,2,22.0,6,0
28448,8,4,1,22.0,13,0
28447,8,4,0,22.0,22,1
13680,4,4,23,22.0,23,1
13679,4,4,22,22.0,15,1
13678,4,4,21,22.0,19,1
13677,4,4,20,22.0,29,1
25819,7,6,11,22.0,17,1
25818,7,6,10,22.0,23,1
25817,7,6,9,22.0,13,0
40070,11,5,3,22.0,4,0
40080,11,5,13,22.0,10,0
40079,11,5,12,22.0,22,1
40078,11,5,11,22.0,20,1
40077,11,5,10,22.0,25,1
40076,11,5,9,22.0,20,1
40075,11,5,8,22.0,9,0
40074,11,5,7,22.0,5,0
40073,11,5,6,22.0,8,0
40072,11,5,5,22.0,4,0
40071,11,5,4,22.0,3,0
40069,11,5,2,22.0,9,0
25816,7,6,8,22.0,11,0
40068,11,5,1,22.0,7,0
40067,11,5,0,22.0,25,1
25808,7,6,0,22.0,15,1
25809,7,6,1,22.0,16,1
25810,7,6,2,22.0,11,0
25811,7,6,3,22.0,8,0
25812,7,6,4,22.0,5,0
25813,7,6,5,22.0,13,0
25814,7,6,6,22.0,8,0
25815,7,6,7,22.0,5,0
42195,12,2,18,22.0,11,0
42196,12,2,19,22.0,23,1
42197,12,2,20,22.0,17,1
39550,11,4,11,22.0,22,1
27939,8,3,19,22.0,23,1
27938,8,3,18,22.0,17,1
27937,8,3,17,22.0,30,1
27936,8,3,16,22.0,22,1
27935,8,3,15,22.0,21,1
27934,8,3,14,22.0,18,1
27933,8,3,13,22.0,26,1
27932,8,3,12,22.0,17,1
27931,8,3,11,22.0,21,1
27930,8,3,10,22.0,17,1
27929,8,3,9,22.0,20,1
27928,8,3,8,22.0,11,0
39562,11,4,23,22.0,15,1
39561,11,4,22,22.0,26,1
39560,11,4,21,22.0,16,1
39559,11,4,20,22.0,13,0
39558,11,4,19,22.0,23,1
39557,11,4,18,22.0,14,0
39556,11,4,17,22.0,21,1
39555,11,4,16,22.0,24,1
39554,11,4,15,22.0,19,1
39553,11,4,14,22.0,18,1
39552,11,4,13,22.0,15,1
27940,8,3,20,22.0,23,1
27941,8,3,21,22.0,18,1
27942,8,3,22,22.0,14,0
26348,8,0,12,22.0,25,1
26338,8,0,2,22.0,19,1
26339,8,0,3,22.0,17,1
5209,2,2,0,22.0,16,1
26341,8,0,5,22.0,10,0
26342,8,0,6,22.0,4,0
26343,8,0,7,22.0,8,0
26344,8,0,8,22.0,8,0
26345,8,0,9,22.0,15,1
26346,8,0,10,22.0,15,1
26347,8,0,11,22.0,19,1
26349,8,0,13,22.0,13,0
27943,8,3,23,22.0,25,1
26350,8,0,14,22.0,20,1
26351,8,0,15,22.0,20,1
26352,8,0,16,22.0,27,1
26353,8,0,17,22.0,15,1
26354,8,0,18,22.0,17,1
26355,8,0,19,22.0,21,1
26356,8,0,20,22.0,26,1
26357,8,0,21,22.0,22,1
26358,8,0,22,22.0,21,1
26359,8,0,23,22.0,15,1
39551,11,4,12,22.0,20,1
39549,11,4,10,22.0,18,1
42198,12,2,21,22.0,18,1
39548,11,4,9,22.0,19,1
12087,4,1,14,22.0,24,1
12086,4,1,13,22.0,17,1
12085,4,1,12,22.0,32,1
12084,4,1,11,22.0,20,1
12083,4,1,10,22.0,21,1
12082,4,1,9,22.0,31,1
12081,4,1,8,22.0,27,1
12080,4,1,7,22.0,13,0
12079,4,1,6,22.0,6,0
12078,4,1,5,22.0,4,0
12077,4,1,4,22.0,4,0
12076,4,1,3,22.0,5,0
12075,4,1,2,22.0,10,0
12074,4,1,1,22.0,12,0
12073,4,1,0,22.0,23,1
37956,11,1,0,22.0,13,0
37957,11,1,1,22.0,7,0
37958,11,1,2,22.0,4,0
37959,11,1,3,22.0,4,0
37960,11,1,4,22.0,1,0
37961,11,1,5,22.0,6,0
37962,11,1,6,22.0,8,0
37963,11,1,7,22.0,10,0
12088,4,1,15,22.0,25,1
12089,4,1,16,22.0,22,1
12090,4,1,17,22.0,18,1
27926,8,3,6,22.0,8,0
39547,11,4,8,22.0,21,1
39546,11,4,7,22.0,10,0
39545,11,4,6,22.0,6,0
39544,11,4,5,22.0,3,0
39543,11,4,4,22.0,6,0
39542,11,4,3,22.0,3,0
39541,11,4,2,22.0,9,0
39540,11,4,1,22.0,16,1
39539,11,4,0,22.0,20,1
27927,8,3,7,22.0,4,0
27925,8,3,5,22.0,8,0
12091,4,1,18,22.0,26,1
27924,8,3,4,22.0,8,0
27923,8,3,3,22.0,11,0
27922,8,3,2,22.0,11,0
27921,8,3,1,22.0,7,0
27920,8,3,0,22.0,26,1
12096,4,1,23,22.0,14,0
12095,4,1,22,22.0,19,1
12094,4,1,21,22.0,15,1
12093,4,1,20,22.0,16,1
12092,4,1,19,22.0,27,1
26337,8,0,1,22.0,17,1
26336,8,0,0,22.0,20,1
7343,2,6,23,22.0,15,1
7342,2,6,22,22.0,21,1
43773,12,5,12,22.0,26,1
43774,12,5,13,22.0,16,1
43775,12,5,14,22.0,20,1
43776,12,5,15,22.0,17,1
43777,12,5,16,22.0,18,1
43778,12,5,17,22.0,31,1
43779,12,5,18,22.0,25,1
43780,12,5,19,22.0,26,1
43781,12,5,20,22.0,17,1
43782,12,5,21,22.0,12,0
43783,12,5,22,22.0,12,0
43784,12,5,23,22.0,15,1
12624,4,2,23,22.0,14,0
12623,4,2,22,22.0,24,1
12622,4,2,21,22.0,25,1
12621,4,2,20,22.0,18,1
12620,4,2,19,22.0,24,1
12619,4,2,18,22.0,29,1
12618,4,2,17,22.0,27,1
12617,4,2,16,22.0,28,1
12616,4,2,15,22.0,18,1
12615,4,2,14,22.0,24,1
12614,4,2,13,22.0,23,1
43772,12,5,11,22.0,18,1
43771,12,5,10,22.0,19,1
43770,12,5,9,22.0,11,0
37449,11,0,20,22.0,22,1
42199,12,2,22,22.0,15,1
42200,12,2,23,22.0,9,0
23188,7,1,23,22.0,9,0
23187,7,1,22,22.0,27,1
23186,7,1,21,22.0,14,0
23185,7,1,20,22.0,25,1
23184,7,1,19,22.0,24,1
23183,7,1,18,22.0,26,1
23182,7,1,17,22.0,10,0
37448,11,0,19,22.0,18,1
37450,11,0,21,22.0,27,1
43769,12,5,8,22.0,22,1
37451,11,0,22,22.0,6,0
37452,11,0,23,22.0,8,0
31641,9,3,23,22.0,17,1
43762,12,5,1,22.0,6,0
43763,12,5,2,22.0,5,0
43764,12,5,3,22.0,3,0
43765,12,5,4,22.0,5,0
43766,12,5,5,22.0,3,0
43767,12,5,6,22.0,6,0
43768,12,5,7,22.0,7,0
12613,4,2,12,22.0,23,1
12612,4,2,11,22.0,20,1
12611,4,2,10,22.0,22,1
7330,2,6,10,22.0,18,1
7320,2,6,0,22.0,18,1
7321,2,6,1,22.0,10,0
7322,2,6,2,22.0,11,0
7323,2,6,3,22.0,10,0
7324,2,6,4,22.0,5,0
