,Month,Day,Hour,District,Crime_Count,Alarm
4752,2,1,21,25.0,30,1
4753,2,1,22,25.0,33,1
4754,2,1,23,25.0,18,1
5257,2,2,0,25.0,11,0
5258,2,2,1,25.0,14,0
5259,2,2,2,25.0,6,0
5260,2,2,3,25.0,8,0
5261,2,2,4,25.0,8,0
5262,2,2,5,25.0,8,0
5263,2,2,6,25.0,18,1
5264,2,2,7,25.0,24,1
5265,2,2,8,25.0,30,1
5266,2,2,9,25.0,30,1
5267,2,2,10,25.0,31,1
5268,2,2,11,25.0,32,1
5269,2,2,12,25.0,36,2
5270,2,2,13,25.0,34,2
5271,2,2,14,25.0,39,2
5272,2,2,15,25.0,35,2
5273,2,2,16,25.0,41,2
5274,2,2,17,25.0,32,1
5275,2,2,18,25.0,44,2
5276,2,2,19,25.0,35,2
5277,2,2,20,25.0,37,2
4750,2,1,19,25.0,37,2
4749,2,1,18,25.0,40,2
4748,2,1,17,25.0,33,1
4734,2,1,3,25.0,11,0
29031,8,5,7,25.0,11,0
29030,8,5,6,25.0,7,0
29029,8,5,5,25.0,8,0
29028,8,5,4,25.0,8,0
29027,8,5,3,25.0,15,1
29026,8,5,2,25.0,15,1
29025,8,5,1,25.0,18,1
29024,8,5,0,25.0,21,1
4731,2,1,0,25.0,24,1
4732,2,1,1,25.0,19,1
4733,2,1,2,25.0,14,0
4735,2,1,4,25.0,9,0
4747,2,1,16,25.0,40,2
4736,2,1,5,25.0,11,0
4737,2,1,6,25.0,14,0
4738,2,1,7,25.0,13,0
4739,2,1,8,25.0,27,1
4740,2,1,9,25.0,27,1
4741,2,1,10,25.0,26,1
4742,2,1,11,25.0,34,2
4743,2,1,12,25.0,40,2
4744,2,1,13,25.0,35,2
4745,2,1,14,25.0,34,2
4746,2,1,15,25.0,33,1
5278,2,2,21,25.0,36,2
5280,2,2,23,25.0,21,1
28512,8,4,17,25.0,35,2
5785,2,3,0,25.0,33,1
40133,11,5,18,25.0,34,2
40132,11,5,17,25.0,33,1
40131,11,5,16,25.0,28,1
40130,11,5,15,25.0,25,1
40129,11,5,14,25.0,32,1
40128,11,5,13,25.0,32,1
40127,11,5,12,25.0,36,2
40126,11,5,11,25.0,19,1
40125,11,5,10,25.0,35,2
40124,11,5,9,25.0,22,1
40123,11,5,8,25.0,23,1
40122,11,5,7,25.0,9,0
40121,11,5,6,25.0,13,0
40120,11,5,5,25.0,10,0
40119,11,5,4,25.0,9,0
40118,11,5,3,25.0,9,0
40117,11,5,2,25.0,17,1
40116,11,5,1,25.0,21,1
40115,11,5,0,25.0,25,1
28518,8,4,23,25.0,33,1
28517,8,4,22,25.0,30,1
28516,8,4,21,25.0,41,2
28515,8,4,20,25.0,35,2
28514,8,4,19,25.0,53,2
28513,8,4,18,25.0,23,1
40134,11,5,19,25.0,43,2
40135,11,5,20,25.0,28,1
40136,11,5,21,25.0,31,1
5797,2,3,12,25.0,35,2
5786,2,3,1,25.0,15,1
5787,2,3,2,25.0,13,0
5788,2,3,3,25.0,4,0
5789,2,3,4,25.0,12,0
5790,2,3,5,25.0,4,0
5791,2,3,6,25.0,14,0
5792,2,3,7,25.0,21,1
5793,2,3,8,25.0,19,1
5794,2,3,9,25.0,29,1
5795,2,3,10,25.0,27,1
5796,2,3,11,25.0,30,1
5798,2,3,13,25.0,37,2
40137,11,5,22,25.0,35,2
5799,2,3,14,25.0,31,1
5800,2,3,15,25.0,30,1
5801,2,3,16,25.0,47,2
5802,2,3,17,25.0,37,2
5803,2,3,18,25.0,37,2
5804,2,3,19,25.0,37,2
5805,2,3,20,25.0,37,2
5806,2,3,21,25.0,29,1
5807,2,3,22,25.0,27,1
5808,2,3,23,25.0,23,1
40138,11,5,23,25.0,25,1
12142,4,1,21,25.0,40,2
12650,4,2,1,25.0,15,1
12144,4,1,23,25.0,27,1
33273,9,6,19,25.0,35,2
33275,9,6,21,25.0,42,2
33276,9,6,22,25.0,47,2
33277,9,6,23,25.0,37,2
43281,12,4,0,25.0,30,1
23764,7,2,23,25.0,36,2
23763,7,2,22,25.0,36,2
23762,7,2,21,25.0,27,1
23761,7,2,20,25.0,38,2
23760,7,2,19,25.0,41,2
23759,7,2,18,25.0,40,2
23758,7,2,17,25.0,32,1
23757,7,2,16,25.0,27,1
23756,7,2,15,25.0,34,2
23755,7,2,14,25.0,38,2
23754,7,2,13,25.0,32,1
23753,7,2,12,25.0,34,2
23752,7,2,11,25.0,28,1
23751,7,2,10,25.0,24,1
23750,7,2,9,25.0,19,1
23749,7,2,8,25.0,24,1
23748,7,2,7,25.0,8,0
23747,7,2,6,25.0,13,0
23746,7,2,5,25.0,4,0
23745,7,2,4,25.0,13,0
23744,7,2,3,25.0,11,0
33274,9,6,20,25.0,34,2
33272,9,6,18,25.0,41,2
19517,6,1,3,25.0,17,1
33271,9,6,17,25.0,25,1
19519,6,1,5,25.0,7,0
19520,6,1,6,25.0,12,0
19521,6,1,7,25.0,11,0
19522,6,1,8,25.0,33,1
19523,6,1,9,25.0,27,1
19524,6,1,10,25.0,26,1
19525,6,1,11,25.0,30,1
19526,6,1,12,25.0,35,2
19527,6,1,13,25.0,33,1
19528,6,1,14,25.0,33,1
19529,6,1,15,25.0,29,1
19530,6,1,16,25.0,41,2
19531,6,1,17,25.0,37,2
19532,6,1,18,25.0,29,1
19533,6,1,19,25.0,35,2
19534,6,1,20,25.0,33,1
19535,6,1,21,25.0,33,1
19536,6,1,22,25.0,35,2
19537,6,1,23,25.0,16,1
33265,9,6,11,25.0,31,1
33266,9,6,12,25.0,32,1
33267,9,6,13,25.0,37,2
33268,9,6,14,25.0,33,1
33269,9,6,15,25.0,22,1
33270,9,6,16,25.0,37,2
23743,7,2,2,25.0,12,0
23742,7,2,1,25.0,22,1
23741,7,2,0,25.0,26,1
20042,6,2,0,25.0,28,1
42759,12,3,7,25.0,14,0
42760,12,3,8,25.0,23,1
42761,12,3,9,25.0,19,1
42762,12,3,10,25.0,27,1
42763,12,3,11,25.0,27,1
42764,12,3,12,25.0,34,2
42765,12,3,13,25.0,38,2
42766,12,3,14,25.0,32,1
42767,12,3,15,25.0,34,2
42768,12,3,16,25.0,31,1
42769,12,3,17,25.0,32,1
42770,12,3,18,25.0,36,2
42771,12,3,19,25.0,29,1
42772,12,3,20,25.0,21,1
42773,12,3,21,25.0,28,1
42774,12,3,22,25.0,25,1
42775,12,3,23,25.0,27,1
34860,10,2,23,25.0,28,1
34859,10,2,22,25.0,25,1
34858,10,2,21,25.0,33,1
34857,10,2,20,25.0,40,2
34856,10,2,19,25.0,36,2
34855,10,2,18,25.0,41,2
34854,10,2,17,25.0,32,1
34853,10,2,16,25.0,28,1
42758,12,3,6,25.0,12,0
42757,12,3,5,25.0,12,0
42756,12,3,4,25.0,4,0
20054,6,2,12,25.0,21,1
20043,6,2,1,25.0,18,1
20044,6,2,2,25.0,15,1
20045,6,2,3,25.0,16,1
20046,6,2,4,25.0,6,0
20047,6,2,5,25.0,6,0
20048,6,2,6,25.0,11,0
20049,6,2,7,25.0,17,1
20050,6,2,8,25.0,18,1
20051,6,2,9,25.0,19,1
20052,6,2,10,25.0,24,1
20053,6,2,11,25.0,33,1
20055,6,2,13,25.0,34,2
42755,12,3,3,25.0,5,0
20056,6,2,14,25.0,39,2
20057,6,2,15,25.0,32,1
20058,6,2,16,25.0,35,2
20059,6,2,17,25.0,38,2
20060,6,2,18,25.0,38,2
20061,6,2,19,25.0,38,2
20062,6,2,20,25.0,39,2
20063,6,2,21,25.0,29,1
20064,6,2,22,25.0,27,1
20065,6,2,23,25.0,30,1
42754,12,3,2,25.0,10,0
19518,6,1,4,25.0,11,0
19516,6,1,2,25.0,14,0
17951,5,5,21,25.0,44,2
24291,7,3,21,25.0,33,1
24289,7,3,19,25.0,31,1
24288,7,3,18,25.0,44,2
24287,7,3,17,25.0,35,2
24286,7,3,16,25.0,35,2
24285,7,3,15,25.0,37,2
24284,7,3,14,25.0,22,1
24283,7,3,13,25.0,29,1
24282,7,3,12,25.0,33,1
24281,7,3,11,25.0,21,1
24280,7,3,10,25.0,26,1
24279,7,3,9,25.0,33,1
24278,7,3,8,25.0,23,1
24277,7,3,7,25.0,10,0
24276,7,3,6,25.0,8,0
24275,7,3,5,25.0,12,0
24274,7,3,4,25.0,4,0
24273,7,3,3,25.0,9,0
24272,7,3,2,25.0,22,1
24271,7,3,1,25.0,13,0
24270,7,3,0,25.0,36,2
42752,12,3,0,25.0,14,0
42753,12,3,1,25.0,11,0
35387,10,3,23,25.0,24,1
35386,10,3,22,25.0,35,2
35385,10,3,21,25.0,34,2
24290,7,3,20,25.0,39,2
24292,7,3,22,25.0,39,2
19515,6,1,1,25.0,26,1
24293,7,3,23,25.0,35,2
17953,5,5,23,25.0,33,1
18458,5,6,0,25.0,35,2
18459,5,6,1,25.0,21,1
18460,5,6,2,25.0,25,1
18461,5,6,3,25.0,26,1
18462,5,6,4,25.0,16,1
18463,5,6,5,25.0,13,0
18464,5,6,6,25.0,14,0
18465,5,6,7,25.0,18,1
18466,5,6,8,25.0,15,1
18467,5,6,9,25.0,23,1
18468,5,6,10,25.0,27,1
18469,5,6,11,25.0,18,1
18470,5,6,12,25.0,37,2
18471,5,6,13,25.0,29,1
18472,5,6,14,25.0,25,1
18473,5,6,15,25.0,35,2
18474,5,6,16,25.0,28,1
18475,5,6,17,25.0,23,1
18476,5,6,18,25.0,34,2
18477,5,6,19,25.0,32,1
18478,5,6,20,25.0,31,1
18479,5,6,21,25.0,40,2
18480,5,6,22,25.0,41,2
18481,5,6,23,25.0,47,2
35384,10,3,20,25.0,36,2
18985,6,0,0,25.0,35,2
18986,6,0,1,25.0,24,1
18987,6,0,2,25.0,28,1
35376,10,3,12,25.0,34,2
35375,10,3,11,25.0,25,1
35374,10,3,10,25.0,27,1
35373,10,3,9,25.0,38,2
35372,10,3,8,25.0,31,1
35371,10,3,7,25.0,17,1
35370,10,3,6,25.0,8,0
35369,10,3,5,25.0,7,0
35368,10,3,4,25.0,8,0
35367,10,3,3,25.0,6,0
35366,10,3,2,25.0,11,0
35365,10,3,1,25.0,13,0
35364,10,3,0,25.0,16,1
33254,9,6,0,25.0,42,2
33255,9,6,1,25.0,27,1
33256,9,6,2,25.0,21,1
33257,9,6,3,25.0,19,1
33258,9,6,4,25.0,21,1
33259,9,6,5,25.0,10,0
33260,9,6,6,25.0,10,0
33261,9,6,7,25.0,11,0
33262,9,6,8,25.0,15,1
33263,9,6,9,25.0,25,1
33264,9,6,10,25.0,19,1
19514,6,1,0,25.0,24,1
35377,10,3,13,25.0,31,1
35378,10,3,14,25.0,15,1
35379,10,3,15,25.0,29,1
18999,6,0,14,25.0,23,1
18988,6,0,3,25.0,22,1
18989,6,0,4,25.0,15,1
18990,6,0,5,25.0,16,1
18991,6,0,6,25.0,18,1
18992,6,0,7,25.0,10,0
18993,6,0,8,25.0,12,0
18994,6,0,9,25.0,17,1
18995,6,0,10,25.0,25,1
18996,6,0,11,25.0,17,1
18997,6,0,12,25.0,25,1
18998,6,0,13,25.0,22,1
19000,6,0,15,25.0,27,1
35380,10,3,16,25.0,42,2
19001,6,0,16,25.0,15,1
19002,6,0,17,25.0,32,1
19003,6,0,18,25.0,34,2
19004,6,0,19,25.0,25,1
19005,6,0,20,25.0,39,2
19006,6,0,21,25.0,36,2
19007,6,0,22,25.0,26,1
19008,6,0,23,25.0,33,1
35383,10,3,19,25.0,32,1
35382,10,3,18,25.0,37,2
35381,10,3,17,25.0,32,1
34852,10,2,15,25.0,31,1
34851,10,2,14,25.0,33,1
34850,10,2,13,25.0,27,1
21637,6,5,10,25.0,31,1
21639,6,5,12,25.0,34,2
21640,6,5,13,25.0,26,1
21641,6,5,14,25.0,40,2
21642,6,5,15,25.0,36,2
21643,6,5,16,25.0,27,1
21644,6,5,17,25.0,41,2
21645,6,5,18,25.0,43,2
21646,6,5,19,25.0,41,2
21647,6,5,20,25.0,40,2
21648,6,5,21,25.0,46,2
21649,6,5,22,25.0,27,1
21650,6,5,23,25.0,41,2
22156,6,6,0,25.0,27,1
22157,6,6,1,25.0,30,1
22158,6,6,2,25.0,25,1
22159,6,6,3,25.0,26,1
22160,6,6,4,25.0,13,0
22161,6,6,5,25.0,16,1
22162,6,6,6,25.0,19,1
22163,6,6,7,25.0,11,0
22164,6,6,8,25.0,21,1
22165,6,6,9,25.0,32,1
22166,6,6,10,25.0,32,1
22167,6,6,11,25.0,27,1
22168,6,6,12,25.0,36,2
21638,6,5,11,25.0,28,1
21636,6,5,9,25.0,36,2
34849,10,2,12,25.0,41,2
21635,6,5,8,25.0,22,1
34325,10,1,16,25.0,41,2
34324,10,1,15,25.0,46,2
34323,10,1,14,25.0,30,1
34322,10,1,13,25.0,33,1
34321,10,1,12,25.0,31,1
34320,10,1,11,25.0,36,2
34319,10,1,10,25.0,32,1
34318,10,1,9,25.0,34,2
34317,10,1,8,25.0,30,1
34316,10,1,7,25.0,22,1
34315,10,1,6,25.0,15,1
34314,10,1,5,25.0,8,0
34313,10,1,4,25.0,14,0
34312,10,1,3,25.0,15,1
34311,10,1,2,25.0,12,0
34310,10,1,1,25.0,20,1
34309,10,1,0,25.0,23,1
21627,6,5,0,25.0,33,1
21628,6,5,1,25.0,20,1
21629,6,5,2,25.0,15,1
21630,6,5,3,25.0,10,0
21631,6,5,4,25.0,9,0
21632,6,5,5,25.0,8,0
21633,6,5,6,25.0,13,0
21634,6,5,7,25.0,23,1
22169,6,6,13,25.0,26,1
22170,6,6,14,25.0,17,1
22171,6,6,15,25.0,31,1
22172,6,6,16,25.0,27,1
22687,7,0,3,25.0,24,1
22688,7,0,4,25.0,21,1
22689,7,0,5,25.0,14,0
22690,7,0,6,25.0,13,0
22691,7,0,7,25.0,6,0
22692,7,0,8,25.0,16,1
22693,7,0,9,25.0,24,1
22694,7,0,10,25.0,25,1
22695,7,0,11,25.0,31,1
22696,7,0,12,25.0,35,2
22697,7,0,13,25.0,32,1
22698,7,0,14,25.0,29,1
22699,7,0,15,25.0,31,1
22700,7,0,16,25.0,40,2
22701,7,0,17,25.0,32,1
22702,7,0,18,25.0,34,2
22703,7,0,19,25.0,34,2
22704,7,0,20,25.0,44,2
22705,7,0,21,25.0,32,1
22706,7,0,22,25.0,53,2
22707,7,0,23,25.0,47,2
33800,10,0,18,25.0,32,1
33801,10,0,19,25.0,51,2
33802,10,0,20,25.0,44,2
33803,10,0,21,25.0,32,1
22686,7,0,2,25.0,32,1
22685,7,0,1,25.0,48,2
22684,7,0,0,25.0,46,2
33786,10,0,4,25.0,28,1
22173,6,6,17,25.0,34,2
22174,6,6,18,25.0,32,1
22175,6,6,19,25.0,41,2
22176,6,6,20,25.0,41,2
22177,6,6,21,25.0,31,1
22178,6,6,22,25.0,47,2
22179,6,6,23,25.0,36,2
33782,10,0,0,25.0,37,2
33783,10,0,1,25.0,24,1
33784,10,0,2,25.0,19,1
33785,10,0,3,25.0,24,1
33787,10,0,5,25.0,15,1
33799,10,0,17,25.0,35,2
33788,10,0,6,25.0,12,0
33789,10,0,7,25.0,8,0
33790,10,0,8,25.0,13,0
33791,10,0,9,25.0,19,1
33792,10,0,10,25.0,24,1
33793,10,0,11,25.0,34,2
33794,10,0,12,25.0,29,1
33795,10,0,13,25.0,26,1
33796,10,0,14,25.0,34,2
33797,10,0,15,25.0,21,1
33798,10,0,16,25.0,23,1
34326,10,1,17,25.0,44,2
34327,10,1,18,25.0,40,2
34328,10,1,19,25.0,54,2
21116,6,4,18,25.0,38,2
20586,6,3,16,25.0,36,2
20587,6,3,17,25.0,28,1
20588,6,3,18,25.0,28,1
20589,6,3,19,25.0,35,2
20590,6,3,20,25.0,34,2
20591,6,3,21,25.0,41,2
20592,6,3,22,25.0,31,1
20593,6,3,23,25.0,30,1
21098,6,4,0,25.0,34,2
21099,6,4,1,25.0,11,0
21100,6,4,2,25.0,11,0
21101,6,4,3,25.0,18,1
21102,6,4,4,25.0,10,0
21103,6,4,5,25.0,4,0
21104,6,4,6,25.0,13,0
21105,6,4,7,25.0,16,1
21106,6,4,8,25.0,23,1
21107,6,4,9,25.0,28,1
21108,6,4,10,25.0,21,1
21109,6,4,11,25.0,34,2
21110,6,4,12,25.0,37,2
21111,6,4,13,25.0,23,1
21112,6,4,14,25.0,33,1
21113,6,4,15,25.0,37,2
21114,6,4,16,25.0,35,2
20585,6,3,15,25.0,29,1
20584,6,3,14,25.0,29,1
20583,6,3,13,25.0,34,2
34837,10,2,0,25.0,24,1
34848,10,2,11,25.0,33,1
34847,10,2,10,25.0,31,1
34846,10,2,9,25.0,21,1
34845,10,2,8,25.0,25,1
34844,10,2,7,25.0,22,1
34843,10,2,6,25.0,10,0
34842,10,2,5,25.0,8,0
34841,10,2,4,25.0,10,0
34840,10,2,3,25.0,7,0
34839,10,2,2,25.0,18,1
34838,10,2,1,25.0,23,1
20570,6,3,0,25.0,28,1
20582,6,3,12,25.0,26,1
20571,6,3,1,25.0,11,0
20572,6,3,2,25.0,18,1
20573,6,3,3,25.0,10,0
20574,6,3,4,25.0,7,0
20575,6,3,5,25.0,6,0
20576,6,3,6,25.0,8,0
20577,6,3,7,25.0,13,0
20578,6,3,8,25.0,25,1
20579,6,3,9,25.0,37,2
20580,6,3,10,25.0,28,1
20581,6,3,11,25.0,24,1
21115,6,4,17,25.0,38,2
21117,6,4,19,25.0,36,2
34329,10,1,20,25.0,46,2
21118,6,4,20,25.0,27,1
23234,7,1,21,25.0,35,2
23233,7,1,20,25.0,31,1
23232,7,1,19,25.0,30,1
23231,7,1,18,25.0,52,2
23230,7,1,17,25.0,51,2
23229,7,1,16,25.0,34,2
23228,7,1,15,25.0,33,1
23227,7,1,14,25.0,30,1
23226,7,1,13,25.0,38,2
23225,7,1,12,25.0,33,1
23224,7,1,11,25.0,34,2
23223,7,1,10,25.0,28,1
23222,7,1,9,25.0,30,1
23221,7,1,8,25.0,20,1
23220,7,1,7,25.0,9,0
23219,7,1,6,25.0,9,0
23218,7,1,5,25.0,9,0
23217,7,1,4,25.0,17,1
23216,7,1,3,25.0,19,1
23215,7,1,2,25.0,20,1
23214,7,1,1,25.0,21,1
23213,7,1,0,25.0,31,1
34332,10,1,23,25.0,28,1
34331,10,1,22,25.0,35,2
34330,10,1,21,25.0,39,2
23235,7,1,22,25.0,47,2
23236,7,1,23,25.0,28,1
43304,12,4,23,25.0,28,1
43290,12,4,9,25.0,33,1
21119,6,4,21,25.0,44,2
21120,6,4,22,25.0,30,1
21121,6,4,23,25.0,24,1
43282,12,4,1,25.0,9,0
43283,12,4,2,25.0,13,0
43284,12,4,3,25.0,13,0
43285,12,4,4,25.0,1,0
43286,12,4,5,25.0,6,0
43287,12,4,6,25.0,10,0
43288,12,4,7,25.0,17,1
43289,12,4,8,25.0,32,1
43291,12,4,10,25.0,28,1
43303,12,4,22,25.0,36,2
43292,12,4,11,25.0,34,2
43293,12,4,12,25.0,48,2
43294,12,4,13,25.0,25,1
43295,12,4,14,25.0,25,1
43296,12,4,15,25.0,29,1
43297,12,4,16,25.0,27,1
43298,12,4,17,25.0,29,1
43299,12,4,18,25.0,37,2
43300,12,4,19,25.0,29,1
43301,12,4,20,25.0,37,2
43302,12,4,21,25.0,25,1
17952,5,5,22,25.0,31,1
17950,5,5,20,25.0,36,2
43809,12,5,0,25.0,22,1
14251,4,5,18,25.0,50,2
14253,4,5,20,25.0,45,2
14254,4,5,21,25.0,37,2
14255,4,5,22,25.0,34,2
14256,4,5,23,25.0,33,1
36971,10,6,23,25.0,30,1
36970,10,6,22,25.0,29,1
36969,10,6,21,25.0,40,2
36968,10,6,20,25.0,31,1
36967,10,6,19,25.0,32,1
36966,10,6,18,25.0,41,2
36965,10,6,17,25.0,28,1
36964,10,6,16,25.0,27,1
36963,10,6,15,25.0,37,2
36962,10,6,14,25.0,33,1
36961,10,6,13,25.0,27,1
36960,10,6,12,25.0,31,1
36959,10,6,11,25.0,33,1
36958,10,6,10,25.0,17,1
36957,10,6,9,25.0,24,1
36956,10,6,8,25.0,14,0
36955,10,6,7,25.0,9,0
36954,10,6,6,25.0,17,1
36953,10,6,5,25.0,21,1
36952,10,6,4,25.0,13,0
36951,10,6,3,25.0,29,1
14252,4,5,19,25.0,43,2
14250,4,5,17,25.0,39,2
25866,7,6,10,25.0,24,1
14249,4,5,16,25.0,41,2
25864,7,6,8,25.0,19,1
25863,7,6,7,25.0,12,0
25862,7,6,6,25.0,15,1
25861,7,6,5,25.0,27,1
25860,7,6,4,25.0,11,0
25859,7,6,3,25.0,15,1
25858,7,6,2,25.0,29,1
25857,7,6,1,25.0,33,1
25856,7,6,0,25.0,44,2
14233,4,5,0,25.0,17,1
14234,4,5,1,25.0,21,1
14235,4,5,2,25.0,19,1
14236,4,5,3,25.0,16,1
14237,4,5,4,25.0,8,0
14238,4,5,5,25.0,12,0
14239,4,5,6,25.0,24,1
14240,4,5,7,25.0,14,0
14241,4,5,8,25.0,30,1
14242,4,5,9,25.0,39,2
14243,4,5,10,25.0,29,1
14244,4,5,11,25.0,33,1
14245,4,5,12,25.0,41,2
14246,4,5,13,25.0,24,1
14247,4,5,14,25.0,33,1
14248,4,5,15,25.0,50,2
36950,10,6,2,25.0,23,1
36949,10,6,1,25.0,25,1
36948,10,6,0,25.0,25,1
14761,4,6,0,25.0,37,2
32729,9,5,5,25.0,8,0
32730,9,5,6,25.0,12,0
32731,9,5,7,25.0,19,1
32732,9,5,8,25.0,21,1
32733,9,5,9,25.0,34,2
32734,9,5,10,25.0,41,2
32735,9,5,11,25.0,43,2
32736,9,5,12,25.0,33,1
32737,9,5,13,25.0,26,1
32738,9,5,14,25.0,36,2
32739,9,5,15,25.0,36,2
15289,5,0,0,25.0,33,1
15290,5,0,1,25.0,24,1
15291,5,0,2,25.0,26,1
15292,5,0,3,25.0,20,1
15293,5,0,4,25.0,15,1
15294,5,0,5,25.0,13,0
15295,5,0,6,25.0,10,0
15296,5,0,7,25.0,16,1
15297,5,0,8,25.0,9,0
15298,5,0,9,25.0,27,1
15299,5,0,10,25.0,27,1
15300,5,0,11,25.0,23,1
15301,5,0,12,25.0,36,2
15302,5,0,13,25.0,27,1
32728,9,5,4,25.0,7,0
32727,9,5,3,25.0,21,1
32726,9,5,2,25.0,15,1
14773,4,6,12,25.0,40,2
14762,4,6,1,25.0,26,1
14763,4,6,2,25.0,29,1
14764,4,6,3,25.0,18,1
14765,4,6,4,25.0,13,0
14766,4,6,5,25.0,14,0
14767,4,6,6,25.0,12,0
14768,4,6,7,25.0,14,0
14769,4,6,8,25.0,21,1
14770,4,6,9,25.0,34,2
14771,4,6,10,25.0,33,1
14772,4,6,11,25.0,25,1
14774,4,6,13,25.0,40,2
32725,9,5,1,25.0,16,1
14775,4,6,14,25.0,41,2
14776,4,6,15,25.0,38,2
14777,4,6,16,25.0,33,1
14778,4,6,17,25.0,45,2
14779,4,6,18,25.0,50,2
14780,4,6,19,25.0,58,2
14781,4,6,20,25.0,38,2
14782,4,6,21,25.0,44,2
14783,4,6,22,25.0,40,2
14784,4,6,23,25.0,44,2
32724,9,5,0,25.0,31,1
25865,7,6,9,25.0,19,1
25867,7,6,11,25.0,33,1
17949,5,5,19,25.0,37,2
12672,4,2,23,25.0,22,1
37499,11,0,22,25.0,28,1
37498,11,0,21,25.0,37,2
37497,11,0,20,25.0,36,2
37496,11,0,19,25.0,34,2
37495,11,0,18,25.0,39,2
37494,11,0,17,25.0,34,2
37493,11,0,16,25.0,30,1
37492,11,0,15,25.0,24,1
37491,11,0,14,25.0,19,1
37490,11,0,13,25.0,21,1
37489,11,0,12,25.0,32,1
37488,11,0,11,25.0,27,1
37487,11,0,10,25.0,19,1
37486,11,0,9,25.0,25,1
37485,11,0,8,25.0,13,0
37484,11,0,7,25.0,11,0
37483,11,0,6,25.0,4,0
37482,11,0,5,25.0,14,0
37481,11,0,4,25.0,16,1
37480,11,0,3,25.0,23,1
37479,11,0,2,25.0,26,1
37478,11,0,1,25.0,24,1
37477,11,0,0,25.0,37,2
13177,4,3,0,25.0,32,1
13178,4,3,1,25.0,21,1
37500,11,0,23,25.0,29,1
12671,4,2,22,25.0,38,2
25868,7,6,12,25.0,39,2
12670,4,2,21,25.0,44,2
26387,8,0,3,25.0,24,1
26386,8,0,2,25.0,26,1
26385,8,0,1,25.0,26,1
26384,8,0,0,25.0,36,2
12649,4,2,0,25.0,29,1
2089,1,3,0,25.0,29,1
12651,4,2,2,25.0,10,0
12652,4,2,3,25.0,11,0
12653,4,2,4,25.0,8,0
12654,4,2,5,25.0,10,0
12655,4,2,6,25.0,13,0
12656,4,2,7,25.0,15,1
12657,4,2,8,25.0,13,0
12658,4,2,9,25.0,37,2
12659,4,2,10,25.0,36,2
12660,4,2,11,25.0,26,1
12661,4,2,12,25.0,44,2
12662,4,2,13,25.0,30,1
12663,4,2,14,25.0,30,1
12664,4,2,15,25.0,31,1
12665,4,2,16,25.0,35,2
12666,4,2,17,25.0,33,1
12667,4,2,18,25.0,45,2
12668,4,2,19,25.0,46,2
12669,4,2,20,25.0,35,2
13179,4,3,2,25.0,12,0
13180,4,3,3,25.0,6,0
13181,4,3,4,25.0,11,0
13182,4,3,5,25.0,9,0
13715,4,4,10,25.0,32,1
13716,4,4,11,25.0,36,2
13717,4,4,12,25.0,34,2
13718,4,4,13,25.0,32,1
13719,4,4,14,25.0,19,1
13720,4,4,15,25.0,41,2
13721,4,4,16,25.0,42,2
13722,4,4,17,25.0,51,2
13723,4,4,18,25.0,47,2
13724,4,4,19,25.0,49,2
13725,4,4,20,25.0,34,2
13726,4,4,21,25.0,33,1
13727,4,4,22,25.0,36,2
13728,4,4,23,25.0,24,1
25879,7,6,23,25.0,41,2
25878,7,6,22,25.0,34,2
25877,7,6,21,25.0,35,2
25876,7,6,20,25.0,33,1
25875,7,6,19,25.0,38,2
25874,7,6,18,25.0,43,2
25873,7,6,17,25.0,31,1
25872,7,6,16,25.0,35,2
25871,7,6,15,25.0,29,1
25870,7,6,14,25.0,36,2
25869,7,6,13,25.0,29,1
13714,4,4,9,25.0,27,1
13713,4,4,8,25.0,32,1
13712,4,4,7,25.0,16,1
13194,4,3,17,25.0,37,2
13183,4,3,6,25.0,13,0
13184,4,3,7,25.0,25,1
13185,4,3,8,25.0,25,1
13186,4,3,9,25.0,34,2
13187,4,3,10,25.0,23,1
13188,4,3,11,25.0,38,2
13189,4,3,12,25.0,38,2
13190,4,3,13,25.0,44,2
13191,4,3,14,25.0,37,2
13192,4,3,15,25.0,48,2
13193,4,3,16,25.0,38,2
13195,4,3,18,25.0,33,1
13711,4,4,6,25.0,7,0
13196,4,3,19,25.0,30,1
13197,4,3,20,25.0,37,2
13198,4,3,21,25.0,44,2
13199,4,3,22,25.0,32,1
13200,4,3,23,25.0,22,1
13705,4,4,0,25.0,24,1
13706,4,4,1,25.0,9,0
13707,4,4,2,25.0,10,0
13708,4,4,3,25.0,19,1
13709,4,4,4,25.0,12,0
13710,4,4,5,25.0,5,0
15303,5,0,14,25.0,38,2
15304,5,0,15,25.0,35,2
15305,5,0,16,25.0,30,1
24815,7,4,16,25.0,28,1
24813,7,4,14,25.0,36,2
24812,7,4,13,25.0,32,1
24811,7,4,12,25.0,38,2
24810,7,4,11,25.0,19,1
24809,7,4,10,25.0,30,1
24808,7,4,9,25.0,19,1
24807,7,4,8,25.0,20,1
24806,7,4,7,25.0,15,1
24805,7,4,6,25.0,9,0
24804,7,4,5,25.0,11,0
24803,7,4,4,25.0,4,0
24802,7,4,3,25.0,21,1
24801,7,4,2,25.0,19,1
24800,7,4,1,25.0,25,1
24799,7,4,0,25.0,26,1
17403,5,4,0,25.0,17,1
17404,5,4,1,25.0,13,0
17405,5,4,2,25.0,11,0
17406,5,4,3,25.0,13,0
17407,5,4,4,25.0,7,0
